Sat Jan 11 22:50:04 CET 2014: Problem Count: 20
Sat Jan 11 22:50:04 CET 2014: CandidatesCount: 30
Sat Jan 11 22:50:04 CET 2014: Max Cycles: 500
Sat Jan 11 22:50:08 CET 2014: 22: finished (156ms, 500cycles)
Sat Jan 11 22:50:08 CET 2014: 22: No solution found.
Sat Jan 11 22:50:09 CET 2014: 23: finished (177ms, 500cycles)
Sat Jan 11 22:50:09 CET 2014: 23: No solution found.
Sat Jan 11 22:50:09 CET 2014: 24: finished (261ms, 500cycles)
Sat Jan 11 22:50:09 CET 2014: 24: No solution found.
Sat Jan 11 22:50:09 CET 2014: 25: finished (121ms, 500cycles)
Sat Jan 11 22:50:09 CET 2014: 25: No solution found.
Sat Jan 11 22:50:09 CET 2014: 26: finished (231ms, 500cycles)
Sat Jan 11 22:50:09 CET 2014: 26: No solution found.
Sat Jan 11 22:50:09 CET 2014: 27: finished (112ms, 500cycles)
Sat Jan 11 22:50:09 CET 2014: 27: No solution found.
Sat Jan 11 22:50:09 CET 2014: 28: finished (170ms, 500cycles)
Sat Jan 11 22:50:09 CET 2014: 28: No solution found.
Sat Jan 11 22:50:10 CET 2014: 29: finished (219ms, 500cycles)
Sat Jan 11 22:50:10 CET 2014: 29: No solution found.
Sat Jan 11 22:50:10 CET 2014: 30: finished (133ms, 500cycles)
Sat Jan 11 22:50:10 CET 2014: 30: No solution found.
Sat Jan 11 22:50:10 CET 2014: 31: finished (198ms, 500cycles)
Sat Jan 11 22:50:10 CET 2014: 31: No solution found.
Sat Jan 11 22:50:10 CET 2014: 32: finished (134ms, 500cycles)
Sat Jan 11 22:50:10 CET 2014: 32: No solution found.
Sat Jan 11 22:50:10 CET 2014: 33: finished (133ms, 500cycles)
Sat Jan 11 22:50:10 CET 2014: 33: No solution found.
Sat Jan 11 22:50:10 CET 2014: 34: finished (228ms, 500cycles)
Sat Jan 11 22:50:10 CET 2014: 34: No solution found.
Sat Jan 11 22:50:11 CET 2014: 35: finished (251ms, 500cycles)
Sat Jan 11 22:50:11 CET 2014: 35: No solution found.
Sat Jan 11 22:50:11 CET 2014: 36: finished (111ms, 500cycles)
Sat Jan 11 22:50:11 CET 2014: 36: No solution found.
Sat Jan 11 22:50:11 CET 2014: 37: finished (148ms, 500cycles)
Sat Jan 11 22:50:11 CET 2014: 37: No solution found.
Sat Jan 11 22:50:11 CET 2014: 38: finished (246ms, 500cycles)
Sat Jan 11 22:50:11 CET 2014: 38: No solution found.
Sat Jan 11 22:50:11 CET 2014: 39: finished (116ms, 500cycles)
Sat Jan 11 22:50:11 CET 2014: 39: No solution found.
Sat Jan 11 22:50:12 CET 2014: 40: finished (255ms, 500cycles)
Sat Jan 11 22:50:12 CET 2014: 40: No solution found.
Sat Jan 11 22:50:12 CET 2014: 41: finished (196ms, 500cycles)
Sat Jan 11 22:50:12 CET 2014: 41: No solution found.
Sat Jan 11 22:50:12 CET 2014: 42: finished (263ms, 500cycles)
Sat Jan 11 22:50:12 CET 2014: 42: No solution found.
Sat Jan 11 22:50:12 CET 2014: 43: finished (139ms, 500cycles)
Sat Jan 11 22:50:12 CET 2014: 43: No solution found.
Sat Jan 11 22:50:12 CET 2014: 44: finished (205ms, 500cycles)
Sat Jan 11 22:50:12 CET 2014: 44: No solution found.
Sat Jan 11 22:50:13 CET 2014: 45: finished (151ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 45: No solution found.
Sat Jan 11 22:50:13 CET 2014: 46: finished (242ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 46: No solution found.
Sat Jan 11 22:50:13 CET 2014: 47: finished (128ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 47: No solution found.
Sat Jan 11 22:50:13 CET 2014: 48: finished (116ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 48: No solution found.
Sat Jan 11 22:50:13 CET 2014: 49: finished (169ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 49: No solution found.
Sat Jan 11 22:50:13 CET 2014: 50: finished (145ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 50: No solution found.
Sat Jan 11 22:50:13 CET 2014: 51: finished (129ms, 500cycles)
Sat Jan 11 22:50:13 CET 2014: 51: No solution found.
Sat Jan 11 22:50:14 CET 2014: 52: finished (304ms, 500cycles)
Sat Jan 11 22:50:14 CET 2014: 52: No solution found.
Sat Jan 11 22:50:14 CET 2014: 53: finished (191ms, 500cycles)
Sat Jan 11 22:50:14 CET 2014: 53: No solution found.
Sat Jan 11 22:50:14 CET 2014: 54: finished (217ms, 500cycles)
Sat Jan 11 22:50:14 CET 2014: 54: No solution found.
Sat Jan 11 22:50:14 CET 2014: 55: finished (138ms, 500cycles)
Sat Jan 11 22:50:14 CET 2014: 55: No solution found.
Sat Jan 11 22:50:14 CET 2014: 56: finished (167ms, 500cycles)
Sat Jan 11 22:50:14 CET 2014: 56: No solution found.
Sat Jan 11 22:50:15 CET 2014: 57: finished (184ms, 500cycles)
Sat Jan 11 22:50:15 CET 2014: 57: No solution found.
Sat Jan 11 22:50:15 CET 2014: 58: finished (214ms, 500cycles)
Sat Jan 11 22:50:15 CET 2014: 58: No solution found.
Sat Jan 11 22:50:15 CET 2014: 59: finished (204ms, 500cycles)
Sat Jan 11 22:50:15 CET 2014: 59: No solution found.
Sat Jan 11 22:50:15 CET 2014: 60: finished (248ms, 500cycles)
Sat Jan 11 22:50:15 CET 2014: 60: No solution found.
Sat Jan 11 22:50:15 CET 2014: 61: finished (111ms, 500cycles)
Sat Jan 11 22:50:15 CET 2014: 61: No solution found.
Sat Jan 11 22:50:16 CET 2014: 62: finished (217ms, 500cycles)
Sat Jan 11 22:50:16 CET 2014: 62: No solution found.
Sat Jan 11 22:50:16 CET 2014: 63: finished (198ms, 500cycles)
Sat Jan 11 22:50:16 CET 2014: 63: No solution found.
Sat Jan 11 22:50:16 CET 2014: 64: finished (243ms, 500cycles)
Sat Jan 11 22:50:16 CET 2014: 64: No solution found.
Sat Jan 11 22:50:16 CET 2014: 65: finished (196ms, 500cycles)
Sat Jan 11 22:50:16 CET 2014: 65: No solution found.
Sat Jan 11 22:50:16 CET 2014: 66: finished (180ms, 500cycles)
Sat Jan 11 22:50:16 CET 2014: 66: No solution found.
Sat Jan 11 22:50:17 CET 2014: 67: finished (283ms, 500cycles)
Sat Jan 11 22:50:17 CET 2014: 67: No solution found.
Sat Jan 11 22:50:17 CET 2014: 68: finished (116ms, 500cycles)
Sat Jan 11 22:50:17 CET 2014: 68: No solution found.
Sat Jan 11 22:50:17 CET 2014: 69: finished (144ms, 500cycles)
Sat Jan 11 22:50:17 CET 2014: 69: No solution found.
Sat Jan 11 22:50:17 CET 2014: 70: finished (220ms, 500cycles)
Sat Jan 11 22:50:17 CET 2014: 70: No solution found.
Sat Jan 11 22:50:17 CET 2014: 71: finished (150ms, 500cycles)
Sat Jan 11 22:50:17 CET 2014: 71: No solution found.
Sat Jan 11 22:50:18 CET 2014: 72: finished (233ms, 500cycles)
Sat Jan 11 22:50:18 CET 2014: 72: No solution found.
Sat Jan 11 22:50:18 CET 2014: 73: finished (210ms, 500cycles)
Sat Jan 11 22:50:18 CET 2014: 73: No solution found.
Sat Jan 11 22:50:18 CET 2014: 74: finished (135ms, 500cycles)
Sat Jan 11 22:50:18 CET 2014: 74: No solution found.
Sat Jan 11 22:50:18 CET 2014: 75: finished (149ms, 500cycles)
Sat Jan 11 22:50:18 CET 2014: 75: No solution found.
Sat Jan 11 22:50:18 CET 2014: 76: finished (129ms, 500cycles)
Sat Jan 11 22:50:18 CET 2014: 76: No solution found.
Sat Jan 11 22:50:19 CET 2014: 77: finished (250ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 77: No solution found.
Sat Jan 11 22:50:19 CET 2014: 78: finished (176ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 78: No solution found.
Sat Jan 11 22:50:19 CET 2014: 79: finished (118ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 79: No solution found.
Sat Jan 11 22:50:19 CET 2014: 80: finished (146ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 80: No solution found.
Sat Jan 11 22:50:19 CET 2014: 81: finished (178ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 81: No solution found.
Sat Jan 11 22:50:19 CET 2014: 82: finished (181ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 82: No solution found.
Sat Jan 11 22:50:19 CET 2014: 83: finished (143ms, 500cycles)
Sat Jan 11 22:50:19 CET 2014: 83: No solution found.
Sat Jan 11 22:50:20 CET 2014: 84: finished (130ms, 500cycles)
Sat Jan 11 22:50:20 CET 2014: 84: No solution found.
Sat Jan 11 22:50:20 CET 2014: 85: finished (282ms, 500cycles)
Sat Jan 11 22:50:20 CET 2014: 85: No solution found.
Sat Jan 11 22:50:20 CET 2014: 86: finished (150ms, 500cycles)
Sat Jan 11 22:50:20 CET 2014: 86: No solution found.
Sat Jan 11 22:50:20 CET 2014: 87: finished (264ms, 500cycles)
Sat Jan 11 22:50:20 CET 2014: 87: No solution found.
Sat Jan 11 22:50:20 CET 2014: 88: finished (159ms, 500cycles)
Sat Jan 11 22:50:20 CET 2014: 88: No solution found.
Sat Jan 11 22:50:21 CET 2014: 89: finished (194ms, 500cycles)
Sat Jan 11 22:50:21 CET 2014: 89: No solution found.
Sat Jan 11 22:50:21 CET 2014: 90: finished (135ms, 500cycles)
Sat Jan 11 22:50:21 CET 2014: 90: No solution found.
Sat Jan 11 22:50:21 CET 2014: 91: finished (242ms, 500cycles)
Sat Jan 11 22:50:21 CET 2014: 91: No solution found.
Sat Jan 11 22:50:21 CET 2014: 92: finished (136ms, 500cycles)
Sat Jan 11 22:50:21 CET 2014: 92: No solution found.
Sat Jan 11 22:50:21 CET 2014: 93: finished (151ms, 500cycles)
Sat Jan 11 22:50:21 CET 2014: 93: No solution found.
Sat Jan 11 22:50:21 CET 2014: 94: finished (201ms, 500cycles)
Sat Jan 11 22:50:21 CET 2014: 94: No solution found.
Sat Jan 11 22:50:22 CET 2014: 95: finished (142ms, 500cycles)
Sat Jan 11 22:50:22 CET 2014: 95: No solution found.
Sat Jan 11 22:50:22 CET 2014: 96: finished (261ms, 500cycles)
Sat Jan 11 22:50:22 CET 2014: 96: No solution found.
Sat Jan 11 22:50:22 CET 2014: 97: finished (198ms, 500cycles)
Sat Jan 11 22:50:22 CET 2014: 97: No solution found.
Sat Jan 11 22:50:22 CET 2014: 98: finished (175ms, 500cycles)
Sat Jan 11 22:50:22 CET 2014: 98: No solution found.
Sat Jan 11 22:50:22 CET 2014: 99: finished (145ms, 500cycles)
Sat Jan 11 22:50:22 CET 2014: 99: No solution found.
Sat Jan 11 22:50:22 CET 2014: Solution Found: 0
Sat Jan 11 22:50:22 CET 2014: Avg cycles: 48
Sat Jan 11 22:50:22 CET 2014: Max cycles: 0
Sat Jan 11 22:50:22 CET 2014: Min cycles: 10000
Sat Jan 11 22:50:22 CET 2014: No solution found: 100
Sat Jan 11 22:50:22 CET 2014: logging finished. (runtime: 18342ms)
